locus_tag	ftype	length_bp	gene	EC_number	COG	product
PL25_01353	CDS	186				hypothetical protein
PL25_01354	gene	96				
PL25_01354	CDS	96				hypothetical protein
PL25_01355	gene	171				
PL25_01355	CDS	171				hypothetical protein
PL25_01356	gene	336				
PL25_01356	CDS	336				hypothetical protein
PL25_01357	gene	336				
PL25_01357	CDS	336				hypothetical protein
PL25_01358	gene	117				
PL25_01358	CDS	117				hypothetical protein
PL25_01359	gene	360	sigK_2			
PL25_01359	CDS	360	sigK_2			RNA polymerase sigma-K factor
PL25_01360	gene	237				
PL25_01360	CDS	237				hypothetical protein
PL25_01361	gene	690	mtnN			
PL25_01361	CDS	690	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
PL25_01362	gene	684				
PL25_01362	CDS	684				hypothetical protein
PL25_01363	gene	477	greA			
PL25_01363	CDS	477	greA		COG0782	Transcription elongation factor GreA
PL25_01364	gene	642	udk_1			
PL25_01364	CDS	642	udk_1	2.7.1.48		Uridine kinase
PL25_01365	gene	639	trmR			
PL25_01365	CDS	639	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
PL25_01366	gene	1119	mltG_2			
PL25_01366	CDS	1119	mltG_2	4.2.2.29	COG1559	Endolytic murein transglycosylase
PL25_01367	gene	288				
PL25_01367	CDS	288				hypothetical protein
PL25_01368	gene	414	yrrK			
PL25_01368	CDS	414	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
PL25_01369	gene	273				
PL25_01369	CDS	273				hypothetical protein
PL25_01370	gene	2646	alaS			
PL25_01370	CDS	2646	alaS	6.1.1.7		Alanine--tRNA ligase
PL25_01371	gene	203				
PL25_01371	misc_RNA	203				T-box
PL25_01372	gene	789				
PL25_01372	CDS	789				hypothetical protein
PL25_01373	gene	114				
PL25_01373	CDS	114				hypothetical protein
PL25_01374	gene	564				
PL25_01374	CDS	564				hypothetical protein
PL25_01375	gene	1086				
PL25_01375	CDS	1086				hypothetical protein
PL25_01376	gene	195				
PL25_01376	CDS	195				hypothetical protein
PL25_01377	gene	2310	recD2_2			
PL25_01377	CDS	2310	recD2_2	5.6.2.3	COG0507	ATP-dependent RecD2 DNA helicase
PL25_01378	gene	660	yrrB			
PL25_01378	CDS	660	yrrB		COG0457	TPR repeat-containing protein YrrB
PL25_01379	gene	1113	mnmA			
PL25_01379	CDS	1113	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
PL25_01380	gene	1143	iscS_1			
PL25_01380	CDS	1143	iscS_1	2.8.1.7		Cysteine desulfurase IscS
PL25_01381	gene	420	cymR			
PL25_01381	CDS	420	cymR		COG1959	HTH-type transcriptional regulator CymR
PL25_01382	gene	1278	rarA			
PL25_01382	CDS	1278	rarA	3.6.4.-	COG2256	Replication-associated recombination protein A
PL25_01383	gene	666	rsfA			
PL25_01383	CDS	666	rsfA			Prespore-specific transcriptional regulator RsfA
PL25_01384	gene	184				
PL25_01384	misc_RNA	184				6S
PL25_01385	gene	1776	aspS			
PL25_01385	CDS	1776	aspS	6.1.1.12		Aspartate--tRNA ligase
PL25_01386	gene	1269	hisS			
PL25_01386	CDS	1269	hisS	6.1.1.21		Histidine--tRNA ligase
PL25_01387	gene	219				
PL25_01387	misc_RNA	219				T-box
PL25_01388	gene	177				
PL25_01388	CDS	177				hypothetical protein
PL25_01389	gene	1044				
PL25_01389	CDS	1044				hypothetical protein
PL25_01390	gene	447	dtd			
PL25_01390	CDS	447	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
PL25_01391	gene	2202	relA			
PL25_01391	CDS	2202	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
PL25_01392	gene	513	apt			
PL25_01392	CDS	513	apt	2.4.2.7		Adenine phosphoribosyltransferase
PL25_01393	gene	2331	recJ			
PL25_01393	CDS	2331	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
PL25_01394	gene	333	lapA			
PL25_01394	CDS	333	lapA			Lipopolysaccharide assembly protein A
PL25_01395	gene	456				
PL25_01395	CDS	456				IS200/IS605 family transposase ISAac3
PL25_01396	gene	2271	secDF			
PL25_01396	CDS	2271	secDF		COG0341	Protein translocase subunit SecDF
PL25_01397	gene	294	comN			
PL25_01397	CDS	294	comN			Post-transcriptional regulator ComN
PL25_01398	gene	1551	spoVB			
PL25_01398	CDS	1551	spoVB		COG2244	Stage V sporulation protein B
PL25_01399	gene	216				
PL25_01399	CDS	216				hypothetical protein
PL25_01400	gene	327				
PL25_01400	CDS	327				hypothetical protein
PL25_01401	gene	1299				
PL25_01401	CDS	1299			COG1055	putative transporter
PL25_01402	gene	387				
PL25_01402	CDS	387				hypothetical protein
PL25_01403	gene	258	yajC			
PL25_01403	CDS	258	yajC		COG1862	Sec translocon accessory complex subunit YajC
PL25_01404	gene	1140	tgt			
PL25_01404	CDS	1140	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
PL25_01405	gene	1035	queA			
PL25_01405	CDS	1035	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
PL25_01406	gene	204				
PL25_01406	CDS	204				hypothetical protein
PL25_01407	gene	1014	ruvB			
PL25_01407	CDS	1014	ruvB	3.6.4.-	COG2255	Holliday junction branch migration complex subunit RuvB
PL25_01408	gene	600	ruvA			
PL25_01408	CDS	600	ruvA		COG0632	Holliday junction branch migration complex subunit RuvA
PL25_01409	gene	732				
PL25_01409	CDS	732			COG0217	putative transcriptional regulatory protein
PL25_01410	gene	573				
PL25_01410	CDS	573				hypothetical protein
PL25_01411	gene	741	nadE			
PL25_01411	CDS	741	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
PL25_01412	gene	960				
PL25_01412	CDS	960				hypothetical protein
PL25_01413	gene	855				
PL25_01413	CDS	855				hypothetical protein
PL25_01414	gene	855	pheA			
PL25_01414	CDS	855	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
PL25_01415	gene	1287	obg			
PL25_01415	CDS	1287	obg	3.6.5.-	COG0536	GTPase Obg
PL25_01416	gene	534				
PL25_01416	CDS	534				hypothetical protein
PL25_01417	gene	291	rpmA			
PL25_01417	CDS	291	rpmA		COG0211	Large ribosomal subunit protein bL27
PL25_01418	gene	330	prp			
PL25_01418	CDS	330	prp	3.4.22.-	COG2868	Ribosomal processing cysteine protease Prp
PL25_01419	gene	309	rplU			
PL25_01419	CDS	309	rplU		COG0261	Large ribosomal subunit protein bL21
PL25_01420	gene	73				
PL25_01420	misc_RNA	73				L21_leader
PL25_01421	gene	246				
PL25_01421	CDS	246				hypothetical protein
PL25_01422	gene	363				
PL25_01422	CDS	363				hypothetical protein
PL25_01423	gene	909	yceM			
PL25_01423	CDS	909	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
PL25_01424	gene	768				
PL25_01424	CDS	768				hypothetical protein
PL25_01425	gene	429	yugI_1			
PL25_01425	CDS	429	yugI_1		COG1098	General stress protein 13
PL25_01426	gene	870	spoIVFB			
PL25_01426	CDS	870	spoIVFB	3.4.24.-	COG1994	Stage IV sporulation protein FB
PL25_01427	gene	762	spoIVFA			
PL25_01427	CDS	762	spoIVFA		COG0739	Stage IV sporulation protein FA
PL25_01428	gene	801	minD			
PL25_01428	CDS	801	minD		COG2894	Septum site-determining protein MinD
PL25_01429	gene	690	minC			
PL25_01429	CDS	690	minC		COG0850	Septum site-determining protein MinC
PL25_01430	gene	540	mreD			
PL25_01430	CDS	540	mreD		COG2891	Rod shape-determining protein MreD
PL25_01431	gene	903	mreC			
PL25_01431	CDS	903	mreC		COG1792	Cell shape-determining protein MreC
PL25_01432	gene	1041	mreB			
PL25_01432	CDS	1041	mreB		COG1077	Cell shape-determining protein MreB
PL25_01433	gene	354				
PL25_01433	CDS	354				hypothetical protein
PL25_01434	gene	693				
PL25_01434	CDS	693				hypothetical protein
PL25_01435	gene	906				
PL25_01435	CDS	906				hypothetical protein
PL25_01436	gene	1275	fpgS			
PL25_01436	CDS	1275	fpgS	6.3.2.17		Folylpolyglutamate synthase
PL25_01437	gene	906	rimK_1			
PL25_01437	CDS	906	rimK_1	6.3.2.-		Ribosomal protein bS6--L-glutamate ligase
PL25_01438	gene	867	rimK_2			
PL25_01438	CDS	867	rimK_2	6.3.2.-		Ribosomal protein bS6--L-glutamate ligase
PL25_01439	gene	2649	valS			
PL25_01439	CDS	2649	valS	6.1.1.9	COG0525	Valine--tRNA ligase
PL25_01440	gene	256				
PL25_01440	misc_RNA	256				T-box
PL25_01441	gene	1011				
PL25_01441	CDS	1011				hypothetical protein
PL25_01442	gene	1155				
PL25_01442	CDS	1155				hypothetical protein
PL25_01443	gene	1287	hemL			
PL25_01443	CDS	1287	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
PL25_01444	gene	123	hemB_1			
PL25_01444	CDS	123	hemB_1	4.2.1.24		Delta-aminolevulinic acid dehydratase
PL25_01445	gene	861	hemB_2			
PL25_01445	CDS	861	hemB_2	4.2.1.24		Delta-aminolevulinic acid dehydratase
PL25_01446	gene	762				
PL25_01446	CDS	762				hypothetical protein
PL25_01447	gene	930	hemC			
PL25_01447	CDS	930	hemC	2.5.1.61		Porphobilinogen deaminase
PL25_01448	gene	819	ccsA			
PL25_01448	CDS	819	ccsA			Cytochrome c biogenesis protein CcsA
PL25_01449	gene	1371	hemA_2			
PL25_01449	CDS	1371	hemA_2	1.2.1.70	COG0373	Glutamyl-tRNA reductase
PL25_01450	gene	483				
PL25_01450	CDS	483				hypothetical protein
PL25_01451	gene	747	glnQ_1			
PL25_01451	CDS	747	glnQ_1			Glutamine transport ATP-binding protein GlnQ
PL25_01452	gene	663	artQ_1			
PL25_01452	CDS	663	artQ_1		COG0765	Arginine transport system permease protein ArtQ
PL25_01453	gene	813	tcyJ			
PL25_01453	CDS	813	tcyJ		COG0834	L-cystine-binding protein TcyJ
PL25_01454	gene	588	engB			
PL25_01454	CDS	588	engB		COG0218	putative GTP-binding protein EngB
PL25_01455	gene	2337	lon1			
PL25_01455	CDS	2337	lon1	3.4.21.53	COG0466	Lon protease 1
PL25_01456	gene	1284	clpX			
PL25_01456	CDS	1284	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
PL25_01457	gene	1287	tig			
PL25_01457	CDS	1287	tig	5.2.1.8	COG0544	Trigger factor
PL25_01458	gene	981				
PL25_01458	CDS	981				hypothetical protein
PL25_01459	gene	357				
PL25_01459	CDS	357				hypothetical protein
PL25_01460	gene	477				
PL25_01460	CDS	477				hypothetical protein
PL25_01461	gene	276				
PL25_01461	CDS	276				hypothetical protein
PL25_01462	gene	102				
PL25_01462	CDS	102				hypothetical protein
PL25_01463	gene	360				
PL25_01463	CDS	360				hypothetical protein
PL25_01464	gene	408				
PL25_01464	CDS	408				hypothetical protein
PL25_01465	gene	816				
PL25_01465	CDS	816				hypothetical protein
PL25_01466	gene	474				
PL25_01466	CDS	474				hypothetical protein
PL25_01467	gene	309				
PL25_01467	CDS	309				hypothetical protein
PL25_01468	gene	393				
PL25_01468	CDS	393				hypothetical protein
PL25_01469	gene	720				
PL25_01469	CDS	720		1.-.-.-	COG4221	putative oxidoreductase
PL25_01470	gene	537				
PL25_01470	CDS	537				hypothetical protein
PL25_01471	gene	549				
PL25_01471	CDS	549				hypothetical protein
PL25_01472	gene	594				
PL25_01472	CDS	594				hypothetical protein
PL25_01473	gene	1320				
PL25_01473	CDS	1320				hypothetical protein
PL25_01474	gene	198				
PL25_01474	CDS	198				hypothetical protein
PL25_01475	gene	918				
PL25_01475	CDS	918				hypothetical protein
PL25_01476	gene	399				
PL25_01476	CDS	399				hypothetical protein
PL25_01477	gene	132				
PL25_01477	CDS	132				hypothetical protein
PL25_01478	gene	288				
PL25_01478	CDS	288				hypothetical protein
PL25_01479	gene	2637				
PL25_01479	CDS	2637				hypothetical protein
PL25_01480	gene	969				
PL25_01480	CDS	969				hypothetical protein
PL25_01481	gene	462				
PL25_01481	CDS	462				hypothetical protein
PL25_01482	gene	849				
PL25_01482	CDS	849				hypothetical protein
PL25_01483	gene	3711				
PL25_01483	CDS	3711				hypothetical protein
PL25_01484	gene	165				
PL25_01484	CDS	165				hypothetical protein
PL25_01485	gene	339				
PL25_01485	CDS	339				hypothetical protein
PL25_01486	gene	573				
PL25_01486	CDS	573				hypothetical protein
PL25_01487	gene	390				
PL25_01487	CDS	390				hypothetical protein
PL25_01488	gene	384				
PL25_01488	CDS	384				hypothetical protein
PL25_01489	gene	333				
PL25_01489	CDS	333				hypothetical protein
PL25_01490	gene	297				
PL25_01490	CDS	297				hypothetical protein
PL25_01491	gene	693				
PL25_01491	CDS	693				hypothetical protein
PL25_01492	gene	1197				
PL25_01492	CDS	1197				hypothetical protein
PL25_01493	gene	771	clpP_2			
PL25_01493	CDS	771	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
PL25_01494	gene	252				
PL25_01494	CDS	252				hypothetical protein
PL25_01495	gene	1212				
PL25_01495	CDS	1212				hypothetical protein
PL25_01496	gene	1791				
PL25_01496	CDS	1791				hypothetical protein
PL25_01497	gene	453				
PL25_01497	CDS	453				hypothetical protein
PL25_01498	gene	324				
PL25_01498	CDS	324				hypothetical protein
PL25_01499	gene	390				
PL25_01499	CDS	390				hypothetical protein
PL25_01500	gene	315				
PL25_01500	CDS	315				hypothetical protein
PL25_01501	gene	516				
PL25_01501	CDS	516				hypothetical protein
PL25_01502	gene	1512				
PL25_01502	CDS	1512				hypothetical protein
PL25_01503	gene	687				
PL25_01503	CDS	687				hypothetical protein
PL25_01504	gene	597				
PL25_01504	CDS	597				hypothetical protein
PL25_01505	gene	438				
PL25_01505	CDS	438				hypothetical protein
PL25_01506	gene	1365	ywqA_2			
PL25_01506	CDS	1365	ywqA_2	3.6.4.-	COG0553	Putative ATP-dependent helicase/translocase YwqA
PL25_01507	gene	285				
PL25_01507	CDS	285				hypothetical protein
PL25_01508	gene	2346				
PL25_01508	CDS	2346				hypothetical protein
PL25_01509	gene	1512				
PL25_01509	CDS	1512				hypothetical protein
PL25_01510	gene	351				
PL25_01510	CDS	351				hypothetical protein
PL25_01511	gene	120				
PL25_01511	CDS	120				hypothetical protein
PL25_01512	gene	1953				
PL25_01512	CDS	1953				hypothetical protein
PL25_01513	gene	816				
PL25_01513	CDS	816				hypothetical protein
PL25_01514	gene	117				
PL25_01514	CDS	117				hypothetical protein
PL25_01515	gene	1179				
PL25_01515	CDS	1179				hypothetical protein
PL25_01516	gene	381				
PL25_01516	CDS	381				hypothetical protein
PL25_01517	gene	180				
PL25_01517	CDS	180				hypothetical protein
PL25_01518	gene	588				
PL25_01518	CDS	588				hypothetical protein
PL25_01519	gene	261				
PL25_01519	CDS	261				hypothetical protein
PL25_01520	gene	234				
PL25_01520	CDS	234				hypothetical protein
PL25_01521	gene	225				
PL25_01521	CDS	225				hypothetical protein
PL25_01522	gene	195				
PL25_01522	CDS	195				hypothetical protein
PL25_01523	gene	219				
PL25_01523	CDS	219				hypothetical protein
PL25_01524	gene	393				
PL25_01524	CDS	393				hypothetical protein
PL25_01525	gene	132				
PL25_01525	CDS	132				hypothetical protein
PL25_01526	gene	225				
PL25_01526	CDS	225				hypothetical protein
PL25_01527	gene	1170				
PL25_01527	CDS	1170			COG0582	Putative prophage phiRv2 integrase
PL25_01528	gene	77				
PL25_01528	tRNA	77				tRNA-Arg(tct)
PL25_01529	gene	74				
PL25_01529	tRNA	74				tRNA-Gly(tcc)
PL25_01530	gene	510				
PL25_01530	CDS	510		3.1.4.-		putative metallophosphoesterase MPN_126
PL25_01531	gene	609				
PL25_01531	CDS	609		3.6.1.66		dITP/XTP pyrophosphatase
PL25_01532	gene	768	rph			
PL25_01532	CDS	768	rph	2.7.7.56	COG0689	Ribonuclease PH
PL25_01533	gene	1077	gerM			
PL25_01533	CDS	1077	gerM		COG5401	Spore germination protein GerM
PL25_01534	gene	825	murI			
PL25_01534	CDS	825	murI	5.1.1.3	COG0796	Glutamate racemase
PL25_01535	gene	456				
PL25_01535	CDS	456				hypothetical protein
PL25_01536	gene	225	gerE			
PL25_01536	CDS	225	gerE		COG2197	Spore germination protein GerE
PL25_01537	gene	435				
PL25_01537	CDS	435		3.1.-.-	COG0824	Putative esterase
PL25_01538	gene	765	frdB			
PL25_01538	CDS	765	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
PL25_01539	gene	1764	sdhA_2			
PL25_01539	CDS	1764	sdhA_2	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
PL25_01540	gene	615	sdhC			
PL25_01540	CDS	615	sdhC		COG2009	Succinate dehydrogenase cytochrome b558 subunit
PL25_01541	gene	441	yslB			
PL25_01541	CDS	441	yslB		COG1719	putative protein YslB
PL25_01542	gene	1884	uvrC			
PL25_01542	CDS	1884	uvrC		COG0322	UvrABC system protein C
PL25_01543	gene	315	trxA			
PL25_01543	CDS	315	trxA		COG3118	Thioredoxin
PL25_01544	gene	990	etfA			
PL25_01544	CDS	990	etfA		COG2025	Electron transfer flavoprotein subunit alpha
PL25_01545	gene	774	etfB			
PL25_01545	CDS	774	etfB		COG2086	Electron transfer flavoprotein subunit beta
PL25_01546	gene	774	fadB_1			
PL25_01546	CDS	774	fadB_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase
PL25_01547	gene	585	fadR			
PL25_01547	CDS	585	fadR		COG1309	Fatty acid metabolism regulator protein
PL25_01548	gene	1698	fadD			
PL25_01548	CDS	1698	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PL25_01549	gene	417				
PL25_01549	CDS	417				hypothetical protein
PL25_01550	gene	2340	mutSB			
PL25_01550	CDS	2340	mutSB	3.6.4.-	COG1193	Putative endonuclease MutS2
PL25_01551	gene	1719	polX			
PL25_01551	CDS	1719	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
PL25_01552	gene	555				
PL25_01552	CDS	555				hypothetical protein
PL25_01553	gene	264	zapA			
PL25_01553	CDS	264	zapA		COG3027	Cell division protein ZapA
PL25_01554	gene	936	rnhC			
PL25_01554	CDS	936	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
PL25_01555	gene	2427	pheT_1			
PL25_01555	CDS	2427	pheT_1	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
PL25_01556	gene	1035	pheS			
PL25_01556	CDS	1035	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
PL25_01557	gene	738	rlmP			
PL25_01557	CDS	738	rlmP	2.1.1.-	COG0566	23S rRNA (guanosine(2553)-2'-O)-methyltransferase RlmP
PL25_01558	gene	222	sspI			
PL25_01558	CDS	222	sspI			Small, acid-soluble spore protein I
PL25_01559	gene	1566				
PL25_01559	CDS	1566				hypothetical protein
PL25_01560	gene	1224				
PL25_01560	CDS	1224				hypothetical protein
PL25_01561	gene	1143				
PL25_01561	CDS	1143				hypothetical protein
PL25_01562	gene	672	lnrL_1			
PL25_01562	CDS	672	lnrL_1	7.6.2.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
PL25_01563	gene	618	mltF_1			
PL25_01563	CDS	618	mltF_1			Membrane-bound lytic murein transglycosylase F
PL25_01564	gene	663				
PL25_01564	CDS	663				hypothetical protein
PL25_01565	gene	381	insK_1			
PL25_01565	CDS	381	insK_1		COG2801	Putative transposase InsK for insertion sequence element IS150
PL25_01566	gene	528				
PL25_01566	CDS	528				IS3 family transposase ISAba45
PL25_01567	gene	1086	ysdC_1			
PL25_01567	CDS	1086	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
PL25_01568	gene	486				
PL25_01568	CDS	486				hypothetical protein
PL25_01569	gene	387	ysdB			
PL25_01569	CDS	387	ysdB			Sigma-w pathway protein YsdB
PL25_01570	gene	585				
PL25_01570	CDS	585				hypothetical protein
PL25_01571	gene	357	rplT			
PL25_01571	CDS	357	rplT		COG0292	Large ribosomal subunit protein bL20
PL25_01572	gene	198	rpmI			
PL25_01572	CDS	198	rpmI		COG0291	Large ribosomal subunit protein bL35
PL25_01573	gene	522	infC			
PL25_01573	CDS	522	infC			Translation initiation factor IF-3
PL25_01574	gene	123				
PL25_01574	misc_RNA	123				L20_leader
PL25_01575	gene	291	atl			
PL25_01575	CDS	291	atl		COG3695	DNA base-flipping protein
PL25_01576	gene	747				
PL25_01576	CDS	747				hypothetical protein
PL25_01577	gene	1941	thrS			
PL25_01577	CDS	1941	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase 1
PL25_01578	gene	858				
PL25_01578	CDS	858				hypothetical protein
PL25_01579	gene	1026	aroA_1			
PL25_01579	CDS	1026	aroA_1		COG1605	Protein AroA(G)
PL25_01580	gene	693	sfp_1			
PL25_01580	CDS	693	sfp_1	2.7.8.7		4'-phosphopantetheinyl transferase Sfp
PL25_01581	gene	186	mbtH			
PL25_01581	CDS	186	mbtH		COG3251	Protein MbtH
PL25_01582	gene	7149	dhbF			
PL25_01582	CDS	7149	dhbF	6.2.1.66	COG1020	Dimodular nonribosomal peptide synthase
PL25_01583	gene	894	dhbB			
PL25_01583	CDS	894	dhbB	3.3.2.1	COG1535	Isochorismatase
PL25_01584	gene	1614	dhbE			
PL25_01584	CDS	1614	dhbE	6.2.1.71	COG1021	2,3-dihydroxybenzoate-AMP ligase
PL25_01585	gene	1182	dhbC			
PL25_01585	CDS	1182	dhbC	5.4.4.2	COG1169	Isochorismate synthase DhbC
PL25_01586	gene	786	dhbA			
PL25_01586	CDS	786	dhbA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
PL25_01587	gene	927	dnaI			
PL25_01587	CDS	927	dnaI	3.6.4.-	COG1484	Replicative helicase loader DnaI
PL25_01588	gene	1344	dnaB			
PL25_01588	CDS	1344	dnaB		COG3611	Replicative helicase loading/DNA remodeling protein DnaB
PL25_01589	gene	471	nrdR			
PL25_01589	CDS	471	nrdR		COG1327	Transcriptional repressor NrdR
PL25_01590	gene	399				
PL25_01590	CDS	399				hypothetical protein
PL25_01591	gene	1230				
PL25_01591	CDS	1230			COG3385	IS4 family transposase ISDre1
PL25_01592	gene	381	speH			
PL25_01592	CDS	381	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
PL25_01593	gene	1032	gapB			
PL25_01593	CDS	1032	gapB	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
PL25_01594	gene	600	coaE_1			
PL25_01594	CDS	600	coaE_1	2.7.1.24		Dephospho-CoA kinase
PL25_01595	gene	834	mutM			
PL25_01595	CDS	834	mutM	3.2.2.23		Formamidopyrimidine-DNA glycosylase
PL25_01596	gene	2673	polA			
PL25_01596	CDS	2673	polA	2.7.7.7		DNA polymerase I
PL25_01597	gene	1380	phoR			
PL25_01597	CDS	1380	phoR	2.7.13.3	COG5002	Alkaline phosphatase synthesis sensor protein PhoR
PL25_01598	gene	693	phoP			
PL25_01598	CDS	693	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
PL25_01599	gene	477				
PL25_01599	CDS	477				hypothetical protein
PL25_01600	gene	939	mdh			
PL25_01600	CDS	939	mdh	1.1.1.37	COG0039	Malate dehydrogenase
PL25_01601	gene	1272	icd			
PL25_01601	CDS	1272	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
PL25_01602	gene	1119	citZ			
